trip_id,frame_idx,es_tp,dist_vs_frame_anterior,dist_vs_memoria_conductor_vigente,prob_fisica,velocidad,empty_cabin,persistencia_nueva_identidad,vuelve_al_conductor_anterior_10f,coherencia_candidatos_nuevos
1214371784607680,267,False,1.0591,1.012570392431496,0.9986,15.0,False,2,True,0.4423264906203379
1066131783153440,25,False,1.0616,0.9460803062703078,0.8091,23.0,False,1,True,
1066451784061670,33,False,1.0206,0.9555533286726501,0.3841,48.0,False,1,True,0.36870319934528284
1250371783248780,213,False,1.0431,0.9348513497300601,0.807,23.0,False,1,True,
1214401784155860,35,False,1.0075,0.8453960877204187,1.0,8.0,False,1,False,
1052531784682480,38,False,1.0243,0.955698081081868,0.9988,12.0,False,1,True,
1214351784012230,21,False,1.0478,1.0231136163370855,0.1974,62.0,False,1,True,
1214371784607680,114,False,1.0124,0.9584003230047514,0.1178,74.0,False,19,False,0.5022544680016553
1213831784605710,48,False,1.026,0.9395346505888875,0.1346,70.0,False,12,False,0.18348164849218382
1211591784630190,77,False,1.031,0.9546526380340515,1.0,8.0,False,1,True,
1211281783637440,176,False,1.004,0.9876309923219658,0.5139,43.0,False,1,True,
1211311784346340,4,False,1.0274,1.027431647679231,0.6954,32.38999938964844,False,32,False,0.3173367725206197
1250361784329390,5,False,1.0022,1.002225708799692,1.0,59.0,False,24,False,0.2862772074736207
1065621784919250,47,False,1.0065,0.6864578288004335,0.8155,19.0,False,1,False,
1066131784792040,8,False,1.0547,1.0546970044473312,0.1267,72.0,False,33,False,0.4878274642572955
1214341784066620,29,False,1.0054,0.9275051389780861,0.8134,16.0,False,1,True,
1214441784570190,131,False,1.0432,0.7877835053486241,0.1054,74.0,False,2,True,0.189998196920927
1066271783704220,43,False,1.0084,0.8548003659089503,1.0,7.0,False,1,True,
1065641784300750,101,False,1.0242,0.9648353029917424,0.5792,44.0,False,2,True,0.373760541427707
1214431784058300,197,False,1.002,1.003060607286513,0.8155,15.0,False,1,True,
1214351783314390,13,False,1.0796,1.0527671051114793,0.8196,21.0,False,1,True,
1214291784061220,126,False,1.0086,0.8275096054014162,0.77,18.0,False,1,True,
